Charge Type,Procedure,CDM Description with Payer,Code,Gross Charge,Self Pay Rate,Expected Reimbursement,MIN Expected Reimbursement,MAX Expected Reimbursement,Facility
PRO,28022,EXPLOR METATARSO-PHALANG JT - BLUE CROSS BLUE SHIELD [4000],CPT® 28022,1220,915,0,0,1122.4,WMH Parent
PRO,28022,EXPLOR METATARSO-PHALANG JT - UNITED HEALTHCARE [3000],CPT® 28022,1220,915,0,0,1122.4,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - BLUE CROSS BLUE SHIELD [4000],CPT® 28035,1330,997.5,1286.78,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - COMPCARE OZARKS COMM [80014],CPT® 28035,1330,997.5,1064,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - CORIZON [80015],CPT® 28035,1330,997.5,1130.5,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - HEALTHLINK HMO [80009],CPT® 28035,1330,997.5,1064,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - BEECH STREET [80057],CPT® 28035,1330,997.5,1064,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - INTEGRATED HEALTH PLAN INC [80062],CPT® 28035,1330,997.5,1064,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - PROVIDRS CARE NETWORK [80021],CPT® 28035,1330,997.5,1223.6,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - UNITED HEALTHCARE [3000],CPT® 28035,1330,997.5,1017.45,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - CCA US MARSHALL [90024],CPT® 28035,1330,997.5,611.8,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - HEALTH CHOICE NW MO PPO [80017],CPT® 28035,1330,997.5,1170.4,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - MEDICA EXCHANGE [80075],CPT® 28035,1330,997.5,576.54,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - AETNA [5000],CPT® 28035,1330,997.5,1163.57,0,1286.78,WMH Parent
PRO,28035,TARSAL TUNNEL RELEASE - HUMANA [7500],CPT® 28035,1330,997.5,1117.2,0,1286.78,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - AETNA [5000],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - UNITED HEALTHCARE [3000],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - MEDICA EXCHANGE [80075],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - CORIZON [80015],CPT® 28060,1295,971.25,1100.75,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - INTEGRATED HEALTH PLAN INC [80062],CPT® 28060,1295,971.25,1036,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - HEALTH CHOICE NW MO PPO [80017],CPT® 28060,1295,971.25,1139.6,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - COMPCARE OZARKS COMM [80014],CPT® 28060,1295,971.25,1036,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - BEECH STREET [80057],CPT® 28060,1295,971.25,1036,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - PROVIDRS CARE NETWORK [80021],CPT® 28060,1295,971.25,1191.4,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - HEALTHLINK HMO [80009],CPT® 28060,1295,971.25,1036,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - CCA US MARSHALL [90024],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - HUMANA [7500],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28060,PART EXCIS PLANTAR FASCIA - BLUE CROSS BLUE SHIELD [4000],CPT® 28060,1295,971.25,0,0,1191.4,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - HUMANA [7500],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - BLUE CROSS BLUE SHIELD [4000],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - AETNA [5000],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - COMPCARE OZARKS COMM [80014],CPT® 28080,1333,999.75,1066.4,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - CCA US MARSHALL [90024],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - INTEGRATED HEALTH PLAN INC [80062],CPT® 28080,1333,999.75,1066.4,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - PROVIDRS CARE NETWORK [80021],CPT® 28080,1333,999.75,1226.36,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - UNITED HEALTHCARE [3000],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - CORIZON [80015],CPT® 28080,1333,999.75,1133.05,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - BEECH STREET [80057],CPT® 28080,1333,999.75,1066.4,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - HEALTH CHOICE NW MO PPO [80017],CPT® 28080,1333,999.75,1173.04,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - MEDICA EXCHANGE [80075],CPT® 28080,1333,999.75,0,0,1226.36,WMH Parent
PRO,28080,EXCIS INTERDIGITAL NEUROMAEA - HEALTHLINK HMO [80009],CPT® 28080,1333,999.75,1066.4,0,1226.36,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - COMPCARE OZARKS COMM [80014],CPT® 28090,1175,881.25,940,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - PROVIDRS CARE NETWORK [80021],CPT® 28090,1175,881.25,1081,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - BEECH STREET [80057],CPT® 28090,1175,881.25,940,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - BLUE CROSS BLUE SHIELD [4000],CPT® 28090,1175,881.25,1136.81,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - AETNA [5000],CPT® 28090,1175,881.25,1027.97,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - INTEGRATED HEALTH PLAN INC [80062],CPT® 28090,1175,881.25,940,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - CCA US MARSHALL [90024],CPT® 28090,1175,881.25,540.5,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - MEDICA EXCHANGE [80075],CPT® 28090,1175,881.25,513.09,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - UNITED HEALTHCARE [3000],CPT® 28090,1175,881.25,898.88,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - HEALTHLINK HMO [80009],CPT® 28090,1175,881.25,940,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - HEALTH CHOICE NW MO PPO [80017],CPT® 28090,1175,881.25,1034,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - CORIZON [80015],CPT® 28090,1175,881.25,998.75,0,1136.81,WMH Parent
PRO,28090,EXCIS TENDN/CAPSULE LESNFOOT - HUMANA [7500],CPT® 28090,1175,881.25,987,0,1136.81,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - INTEGRATED HEALTH PLAN INC [80062],CPT® 28108,1105,828.75,884,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - PROVIDRS CARE NETWORK [80021],CPT® 28108,1105,828.75,1016.6,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - HUMANA [7500],CPT® 28108,1105,828.75,928.2,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - CORIZON [80015],CPT® 28108,1105,828.75,939.25,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - HEALTHLINK HMO [80009],CPT® 28108,1105,828.75,884,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - AETNA [5000],CPT® 28108,1105,828.75,966.73,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - CCA US MARSHALL [90024],CPT® 28108,1105,828.75,508.3,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - BEECH STREET [80057],CPT® 28108,1105,828.75,884,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - BLUE CROSS BLUE SHIELD [4000],CPT® 28108,1105,828.75,1069.09,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - COMPCARE OZARKS COMM [80014],CPT® 28108,1105,828.75,884,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - UNITED HEALTHCARE [3000],CPT® 28108,1105,828.75,845.33,0,1069.09,WMH Parent
PRO,28108,REMV TOE BENIGN BONE LESN - HEALTH CHOICE NW MO PPO [80017],CPT® 28108,1105,828.75,972.4,0,1069.09,WMH Parent
PRO,28118,REMOVAL OF HEEL BONE - BLUE CROSS BLUE SHIELD [4000],CPT® 28118,1475,1106.25,1427.06,0,1427.06,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - HEALTHLINK HMO [80009],CPT® 28124,1190,892.5,952,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - CCA US MARSHALL [90024],CPT® 28124,1190,892.5,0,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - HEALTH CHOICE NW MO PPO [80017],CPT® 28124,1190,892.5,1047.2,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - BLUE CROSS BLUE SHIELD [4000],CPT® 28124,1190,892.5,0,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - BEECH STREET [80057],CPT® 28124,1190,892.5,952,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - MEDICA EXCHANGE [80075],CPT® 28124,1190,892.5,0,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - HUMANA [7500],CPT® 28124,1190,892.5,0,0,1094.8,WMH Parent
PRO,28124,PART REMV PHALANX OF TOE - UNITED HEALTHCARE [3000],CPT® 28124,1190,892.5,0,0,1094.8,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - HEALTH CHOICE NW MO PPO [80017],CPT® 28190,667,500.25,586.96,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - INTEGRATED HEALTH PLAN INC [80062],CPT® 28190,667,500.25,533.6,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - UNITED HEALTHCARE [3000],CPT® 28190,667,500.25,510.26,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - PROVIDRS CARE NETWORK [80021],CPT® 28190,667,500.25,613.64,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - HEALTHLINK HMO [80009],CPT® 28190,667,500.25,533.6,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - BEECH STREET [80057],CPT® 28190,667,500.25,533.6,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - AETNA [5000],CPT® 28190,667,500.25,583.54,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - COMPCARE OZARKS COMM [80014],CPT® 28190,667,500.25,533.6,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - HUMANA [7500],CPT® 28190,667,500.25,560.28,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - CORIZON [80015],CPT® 28190,667,500.25,566.95,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - CCA US MARSHALL [90024],CPT® 28190,667,500.25,306.82,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - BLUE CROSS BLUE SHIELD [4000],CPT® 28190,667,500.25,645.32,0,645.32,WMH Parent
PRO,28190,REMV FOOT FOREIGN BODYSUBCUTANEOUS - MEDICA EXCHANGE [80075],CPT® 28190,667,500.25,276.57,0,645.32,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - HUMANA [7500],CPT® 28192,1180,885,991.2,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - CCA US MARSHALL [90024],CPT® 28192,1180,885,542.8,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - BLUE CROSS BLUE SHIELD [4000],CPT® 28192,1180,885,1141.65,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - AETNA [5000],CPT® 28192,1180,885,1032.34,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - CORIZON [80015],CPT® 28192,1180,885,1003,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - PROVIDRS CARE NETWORK [80021],CPT® 28192,1180,885,1085.6,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - COMPCARE OZARKS COMM [80014],CPT® 28192,1180,885,944,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - UNITED HEALTHCARE [3000],CPT® 28192,1180,885,902.7,0,1141.65,WMH Parent
PRO,28192,REMV FOOT FOREIGN BODYDEEP - HEALTH CHOICE NW MO PPO [80017],CPT® 28192,1180,885,1038.4,0,1141.65,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - BLUE CROSS BLUE SHIELD [4000],CPT® 28232,970,727.5,0,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - UNITED HEALTHCARE [3000],CPT® 28232,970,727.5,0,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - BEECH STREET [80057],CPT® 28232,970,727.5,776,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - HUMANA [7500],CPT® 28232,970,727.5,0,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - CORIZON [80015],CPT® 28232,970,727.5,824.5,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - AETNA [5000],CPT® 28232,970,727.5,0,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - COMPCARE OZARKS COMM [80014],CPT® 28232,970,727.5,776,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - HEALTH CHOICE NW MO PPO [80017],CPT® 28232,970,727.5,853.6,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - INTEGRATED HEALTH PLAN INC [80062],CPT® 28232,970,727.5,776,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - MEDICA EXCHANGE [80075],CPT® 28232,970,727.5,0,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - PROVIDRS CARE NETWORK [80021],CPT® 28232,970,727.5,892.4,0,892.4,WMH Parent
PRO,28232,INCISION FLEX TOE TENDON - HEALTHLINK HMO [80009],CPT® 28232,970,727.5,776,0,892.4,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - INTEGRATED HEALTH PLAN INC [80062],CPT® 28285,1354,1015.5,1083.2,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - BLUE CROSS BLUE SHIELD [4000],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - COMPCARE OZARKS COMM [80014],CPT® 28285,1354,1015.5,1083.2,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - HEALTH CHOICE NW MO PPO [80017],CPT® 28285,1354,1015.5,1191.52,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - MEDICA EXCHANGE [80075],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - HEALTHLINK HMO [80009],CPT® 28285,1354,1015.5,1083.2,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - HUMANA [7500],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - CCA US MARSHALL [90024],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - UNITED HEALTHCARE [3000],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - CORIZON [80015],CPT® 28285,1354,1015.5,1150.9,0,1245.68,WMH Parent
PRO,28285,REPAIR OF HAMMERTOEONE - AETNA [5000],CPT® 28285,1354,1015.5,0,0,1245.68,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - CCA US MARSHALL [90024],CPT® 28288,1527,1145.25,702.42,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - MEDICA EXCHANGE [80075],CPT® 28288,1527,1145.25,664.22,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - UNITED HEALTHCARE [3000],CPT® 28288,1527,1145.25,1168.16,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - BLUE CROSS BLUE SHIELD [4000],CPT® 28288,1527,1145.25,1477.37,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - HEALTHLINK HMO [80009],CPT® 28288,1527,1145.25,1221.6,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - INTEGRATED HEALTH PLAN INC [80062],CPT® 28288,1527,1145.25,1221.6,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - HEALTH CHOICE NW MO PPO [80017],CPT® 28288,1527,1145.25,1343.76,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - COMPCARE OZARKS COMM [80014],CPT® 28288,1527,1145.25,1221.6,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - AETNA [5000],CPT® 28288,1527,1145.25,1335.92,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - PROVIDRS CARE NETWORK [80021],CPT® 28288,1527,1145.25,1404.84,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - BEECH STREET [80057],CPT® 28288,1527,1145.25,1221.6,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - CORIZON [80015],CPT® 28288,1527,1145.25,1297.95,0,1477.37,WMH Parent
PRO,28288,PART REMV BONE METATARSAL HEADEA - HUMANA [7500],CPT® 28288,1527,1145.25,1282.68,0,1477.37,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - UNITED HEALTHCARE [3000],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - HEALTHLINK HMO [80009],CPT® 28289,1887,1415.25,1509.6,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - PROVIDRS CARE NETWORK [80021],CPT® 28289,1887,1415.25,1736.04,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - HEALTH CHOICE NW MO PPO [80017],CPT® 28289,1887,1415.25,1660.56,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - INTEGRATED HEALTH PLAN INC [80062],CPT® 28289,1887,1415.25,1509.6,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - COMPCARE OZARKS COMM [80014],CPT® 28289,1887,1415.25,1509.6,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - BEECH STREET [80057],CPT® 28289,1887,1415.25,1509.6,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - CORIZON [80015],CPT® 28289,1887,1415.25,1603.95,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - BLUE CROSS BLUE SHIELD [4000],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - AETNA [5000],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - MEDICA EXCHANGE [80075],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - HUMANA [7500],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28289,HALLUX RIGIDUS W/CHEILECTOMY 1ST MP JT W/O IMPLT - CCA US MARSHALL [90024],CPT® 28289,1887,1415.25,0,0,1736.04,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - MEDICA EXCHANGE [80075],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - PROVIDRS CARE NETWORK [80021],CPT® 28296,1961,1470.75,1804.12,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - HEALTH CHOICE NW MO PPO [80017],CPT® 28296,1961,1470.75,1725.68,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - UNITED HEALTHCARE [3000],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - BEECH STREET [80057],CPT® 28296,1961,1470.75,1568.8,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - CCA US MARSHALL [90024],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - INTEGRATED HEALTH PLAN INC [80062],CPT® 28296,1961,1470.75,1568.8,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - CORIZON [80015],CPT® 28296,1961,1470.75,1666.85,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - BLUE CROSS BLUE SHIELD [4000],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - AETNA [5000],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - HUMANA [7500],CPT® 28296,1961,1470.75,0,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - COMPCARE OZARKS COMM [80014],CPT® 28296,1961,1470.75,1568.8,0,1804.12,WMH Parent
PRO,28296,CORRJ HALLUX VALGUS W/SESMDC W/DIST METAR OSTEOT - HEALTHLINK HMO [80009],CPT® 28296,1961,1470.75,1568.8,0,1804.12,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - INTEGRATED HEALTH PLAN INC [80062],CPT® 28297,2050,1537.5,1640,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - CCA US MARSHALL [90024],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - HUMANA [7500],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - HEALTH CHOICE NW MO PPO [80017],CPT® 28297,2050,1537.5,1804,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - PROVIDRS CARE NETWORK [80021],CPT® 28297,2050,1537.5,1886,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - AETNA [5000],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - MEDICA EXCHANGE [80075],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - BEECH STREET [80057],CPT® 28297,2050,1537.5,1640,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - HEALTHLINK HMO [80009],CPT® 28297,2050,1537.5,1640,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - CORIZON [80015],CPT® 28297,2050,1537.5,1742.5,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - COMPCARE OZARKS COMM [80014],CPT® 28297,2050,1537.5,1640,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - UNITED HEALTHCARE [3000],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28297,CORRJ HALLUX VALGUS W/SESMDC W/1METAR MEDIAL CNF - BLUE CROSS BLUE SHIELD [4000],CPT® 28297,2050,1537.5,0,0,1886,WMH Parent
PRO,28298,CORRJ HALLUX VALGUS W/SESMDC W/PROX PHLNX OSTEOT - HEALTHLINK HMO [80009],CPT® 28298,1815,1361.25,1452,0,1669.8,WMH Parent
PRO,28298,CORRJ HALLUX VALGUS W/SESMDC W/PROX PHLNX OSTEOT - HEALTH CHOICE NW MO PPO [80017],CPT® 28298,1815,1361.25,1597.2,0,1669.8,WMH Parent
PRO,28298,CORRJ HALLUX VALGUS W/SESMDC W/PROX PHLNX OSTEOT - UNITED HEALTHCARE [3000],CPT® 28298,1815,1361.25,0,0,1669.8,WMH Parent
